Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,ship_after_order
4231,CA-2018-100223,2018-05-07,2018-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394,True
4232,CA-2018-100223,2018-05-07,2018-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,15.552,True
4233,CA-2018-100223,2018-05-07,2018-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,31.104,True
4234,CA-2018-100223,2018-05-07,2018-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,6.316,True
4235,CA-2015-168823,2015-09-21,2015-09-24,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,True
4236,CA-2015-168823,2015-09-21,2015-09-24,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,20.808,True
4237,CA-2017-162404,2017-07-23,2017-07-27,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,True
4239,CA-2018-147144,2018-03-26,2018-03-28,First Class,MZ-17335,Maria Zettner,Home Office,United States,Seattle,Washington,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83,True
4240,CA-2018-158673,2018-12-29,2019-04-01,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,209.7,True
4241,CA-2015-133704,2015-09-20,2015-09-26,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.92,True
4242,CA-2015-133704,2015-09-20,2015-09-26,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232,True
4243,CA-2017-159142,2017-04-04,2017-05-04,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,True
4244,CA-2017-159142,2017-04-04,2017-05-04,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",27.81,True
4245,CA-2015-138436,2015-03-26,2015-03-30,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,True
4249,CA-2017-157336,2017-01-12,2017-05-12,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3",88.08,True
4250,CA-2017-157336,2017-01-12,2017-05-12,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,True
4251,CA-2015-168130,2015-09-19,2015-09-19,Same Day,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,887.103,True
4252,CA-2016-155068,2016-10-23,2016-10-23,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55.944,True
4253,CA-2016-155068,2016-10-23,2016-10-23,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,South,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,10.688,True
4254,CA-2016-155068,2016-10-23,2016-10-23,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,South,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2 x 6.5 x 2.5, Black",11.824,True
4255,CA-2018-163160,2018-10-13,2018-10-16,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,63.312,True
4256,CA-2018-163160,2018-10-13,2018-10-16,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,Central,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,96.784,True
4257,CA-2018-163160,2018-10-13,2018-10-16,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,10.476,True
4258,CA-2016-101924,2016-04-09,2016-09-09,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2 X 14 7/8",9.762,True
4259,CA-2017-124793,2017-03-14,2017-03-16,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Seattle,Washington,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196.784,True
4261,CA-2018-164819,2018-10-15,2018-10-19,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Fairfield,Connecticut,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,True
4262,CA-2018-158344,2018-07-08,2018-11-08,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Moorhead,Minnesota,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,True
4263,CA-2018-123351,2018-09-21,2018-09-25,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Columbus,Georgia,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80.48,True
4264,CA-2018-110429,2018-03-11,2018-08-11,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2 Zipper Binder, Asst. Colors",11.673,True
4265,US-2017-131611,2017-05-11,2017-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863.128,True
4266,US-2017-131611,2017-05-11,2017-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,True
4267,US-2017-131611,2017-05-11,2017-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,OSullivan Plantations 2-Door Library in Landvery Oak,956.6648,True
4268,US-2017-131611,2017-05-11,2017-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588,True
4269,US-2017-131611,2017-05-11,2017-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,True
4270,US-2018-124821,2018-06-25,2018-06-29,Second Class,AM-10705,Anne McFarland,Consumer,United States,Seattle,Washington,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,True
4271,CA-2016-166975,2016-11-26,2016-11-30,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472,True
4272,CA-2017-123806,2017-11-24,2017-11-27,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Baltimore,Maryland,East,FUR-FU-10000965,Furniture,Furnishings,Howard Miller 11-1/2 Diameter Ridgewood Wall Clock,207.76,True
4273,US-2018-158505,2018-07-21,2018-07-21,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,71.928,True
4274,US-2018-158505,2018-07-21,2018-07-21,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,True
4275,CA-2016-142692,2016-10-23,2016-10-28,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,True
4277,CA-2018-151358,2018-08-18,2018-08-22,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Seattle,Washington,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,True
4278,US-2017-107440,2017-04-16,2017-04-20,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,True
4279,US-2017-107440,2017-04-16,2017-04-20,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,True
4280,US-2017-107440,2017-04-16,2017-04-20,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,True
4281,CA-2015-166989,2015-11-14,2015-11-18,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n Stick Phone Message Book, 11 X 5 1/4, 200 Messages",11.36,True
4282,CA-2015-166989,2015-11-14,2015-11-18,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",69.264,True
4283,CA-2015-103100,2015-12-20,2015-12-23,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,True
4284,CA-2015-103100,2015-12-20,2015-12-23,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,True
4285,CA-2016-105690,2016-11-21,2016-11-26,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,Central,FUR-BO-10003965,Furniture,Bookcases,OSullivan Manor Hill 2-Door Library in Brianna Oak,246.1328,True
4286,CA-2016-105690,2016-11-21,2016-11-26,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.696,True
4287,CA-2016-105690,2016-11-21,2016-11-26,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.992,True
4288,CA-2018-127516,2018-12-28,2019-03-01,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Nashville,Tennessee,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,True
4289,US-2016-117184,2016-05-17,2016-05-21,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,Central,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28,True
4290,US-2016-117184,2016-05-17,2016-05-21,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,14.088,True
4291,CA-2018-102407,2018-09-12,2018-12-13,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,True
4292,CA-2018-102407,2018-09-12,2018-12-13,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,896.328,True
4293,CA-2018-102407,2018-09-12,2018-12-13,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,West,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,189.0,True
4295,CA-2018-101581,2018-10-22,2018-10-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Redmond,Oregon,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,True
4296,CA-2018-169124,2018-03-07,2018-10-07,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Citrus Heights,California,West,FUR-FU-10001215,Furniture,Furnishings,Howard Miller 11-1/2 Diameter Brentwood Wall Clock,129.39,True
4297,CA-2018-117261,2018-04-09,2018-10-09,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,True
4298,CA-2018-129021,2018-08-23,2018-08-26,Second Class,PO-18850,Patrick OBrill,Consumer,United States,Tallahassee,Florida,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896,True
4299,CA-2018-129021,2018-08-23,2018-08-26,Second Class,PO-18850,Patrick OBrill,Consumer,United States,Tallahassee,Florida,South,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",49.568,True
4300,CA-2018-129021,2018-08-23,2018-08-26,Second Class,PO-18850,Patrick OBrill,Consumer,United States,Tallahassee,Florida,South,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376,True
4301,CA-2018-129021,2018-08-23,2018-08-26,Second Class,PO-18850,Patrick OBrill,Consumer,United States,Tallahassee,Florida,South,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.784,True
4302,CA-2018-129021,2018-08-23,2018-08-26,Second Class,PO-18850,Patrick OBrill,Consumer,United States,Tallahassee,Florida,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6 x 9",8.72,True
4303,CA-2015-123253,2015-08-22,2015-08-25,Second Class,DE-13255,Deanra Eno,Home Office,United States,Lakewood,Ohio,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,True
4304,CA-2017-121601,2017-04-10,2017-04-10,Same Day,MO-17500,Mary ORourke,Consumer,United States,The Colony,Texas,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752,True
4305,CA-2015-162278,2015-10-26,2015-10-30,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,True
4306,CA-2015-162278,2015-10-26,2015-10-30,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,West,TEC-PH-10000526,Technology,Phones,Vtech CS6719,383.96,True
4307,CA-2017-161095,2017-06-28,2017-06-28,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,True
4308,CA-2017-161095,2017-06-28,2017-06-28,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,True
4309,CA-2015-125829,2015-04-11,2015-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,West,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,True
4310,CA-2015-125829,2015-04-11,2015-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.728,True
4311,CA-2015-125829,2015-04-11,2015-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,21.936,True
4312,CA-2015-125829,2015-04-11,2015-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,19.44,True
4313,CA-2015-125829,2015-04-11,2015-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,West,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.968,True
4314,CA-2015-123127,2015-08-09,2015-12-09,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Long Beach,New York,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78,True
4319,US-2018-136189,2018-07-12,2018-11-12,Standard Class,DC-13285,Debra Catini,Consumer,United States,Richmond,Virginia,South,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,82.38,True
4320,CA-2015-152345,2015-12-29,2016-03-01,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,True
4321,CA-2015-152345,2015-12-29,2016-03-01,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,True
4322,US-2016-147662,2016-02-14,2016-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,True
4323,US-2016-147662,2016-02-14,2016-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,323.982,True
4324,US-2016-147662,2016-02-14,2016-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,True
4325,US-2016-147662,2016-02-14,2016-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,14.352,True
4326,US-2016-147662,2016-02-14,2016-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,71.976,True
4327,CA-2017-153346,2017-01-25,2017-01-27,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,True
4328,CA-2017-153346,2017-01-25,2017-01-27,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4 x 6",18.0,True
4329,CA-2018-118360,2018-01-04,2018-07-04,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,New York,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,True
4330,CA-2018-149853,2018-03-10,2018-09-10,Standard Class,PO-18850,Patrick OBrill,Consumer,United States,Hialeah,Florida,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,15.552,True
4331,CA-2018-149853,2018-03-10,2018-09-10,Standard Class,PO-18850,Patrick OBrill,Consumer,United States,Hialeah,Florida,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92,True
4332,CA-2018-107909,2018-01-09,2018-06-09,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,West,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,True
4333,CA-2018-107909,2018-01-09,2018-06-09,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,West,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,True
4334,CA-2016-112375,2016-12-21,2016-12-27,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,South,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,50.88,True
4335,CA-2016-112375,2016-12-21,2016-12-27,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,South,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312,True
4336,CA-2016-154795,2016-12-20,2016-12-24,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.92,True
4337,CA-2016-154795,2016-12-20,2016-12-24,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,True
4341,US-2015-129609,2015-03-22,2015-03-22,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Portage,Indiana,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,True
4342,CA-2018-130309,2018-12-17,2018-12-21,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,Virginia,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,True
4343,CA-2018-105410,2018-03-19,2018-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1",19.824,True
4344,CA-2018-105410,2018-03-19,2018-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,657.504,True
4345,CA-2018-105410,2018-03-19,2018-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54,True
4346,CA-2018-105410,2018-03-19,2018-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,199.96,True
4347,CA-2017-120355,2017-09-18,2017-09-25,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,631.782,True
4348,CA-2017-120355,2017-09-18,2017-09-25,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,60.72,True
4349,CA-2018-169894,2018-11-24,2018-11-29,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.724,True
4350,CA-2018-169894,2018-11-24,2018-11-29,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872,True
4353,CA-2018-107748,2018-10-12,2018-12-12,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,True
4354,CA-2018-107748,2018-10-12,2018-12-12,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,12.96,True
4355,CA-2018-153654,2018-11-24,2018-11-26,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Asheville,North Carolina,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008,True
4356,CA-2016-155600,2016-04-12,2016-07-12,Second Class,RO-19780,Rose OBrian,Consumer,United States,Clarksville,Tennessee,South,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1598.058,True
4357,CA-2016-155600,2016-04-12,2016-07-12,Second Class,RO-19780,Rose OBrian,Consumer,United States,Clarksville,Tennessee,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,36.96,True
4358,CA-2018-162565,2018-11-12,2018-11-12,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368,True
4359,CA-2018-162565,2018-11-12,2018-11-12,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,Central,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,77.72,True
4360,CA-2018-162565,2018-11-12,2018-11-12,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464,True
4361,CA-2017-127642,2017-05-21,2017-05-23,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.96,True
4362,US-2018-163195,2018-02-17,2018-02-21,Second Class,LL-16840,Lauren Leatherbury,Consumer,United States,Lafayette,Louisiana,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,True
4363,CA-2018-111332,2018-05-20,2018-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,True
4364,CA-2018-111332,2018-05-20,2018-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92,True
4365,CA-2018-111332,2018-05-20,2018-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,True
4366,CA-2018-111332,2018-05-20,2018-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,7.41,True
4367,CA-2018-111332,2018-05-20,2018-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,True
